SCHOOL #,SCHOOL NAME,ADDRESS,SchoolType,GRADE,AllStudents,Male,Female,AmericanIndian,Asian,Black,White,Hispanic,PacificIslander,MultipleRace,ESOL,FARMS,SpEd
229,College Gardens ES,"1700 Yale Place  Rockville, MD  20850",ES,03,142,74,68,--,33,25,55,22,--,--,23,--,--
229,College Gardens ES,"1700 Yale Place  Rockville, MD  20850",ES,04,144,72,72,--,30,28,60,--,--,--,--,--,--
229,College Gardens ES,"1700 Yale Place  Rockville, MD  20850",ES,05,140,69,71,--,23,29,54,--,--,--,--,--,--
230,Rockville HS,"2100 Baltimore Road  Rockville, MD 20851",HS,09,383,219,164,--,36,54,107,174,--,--,85,163,58
230,Rockville HS,"2100 Baltimore Road  Rockville, MD 20851",HS,10,384,196,188,--,41,50,117,162,--,--,47,131,63
230,Rockville HS,"2100 Baltimore Road  Rockville, MD 20851",HS,11,289,163,126,--,42,40,107,91,--,--,--,89,55
230,Rockville HS,"2100 Baltimore Road  Rockville, MD 20851",HS,12,286,156,130,--,33,35,108,93,--,--,--,64,43
232,Tilden MS,"11211 Old Georgetown Road  Rockville, MD  20852",MS,06,307,167,140,--,53,22,156,53,--,22,55,34,48
232,Tilden MS,"11211 Old Georgetown Road  Rockville, MD  20852",MS,07,284,163,121,--,53,25,130,60,--,--,44,29,38
232,Tilden MS,"11211 Old Georgetown Road  Rockville, MD  20852",MS,08,259,139,120,--,44,--,130,51,--,--,41,36,42
233,Fallsmead ES,"1800 Greenplace Terrace  Rockville, MD  20850",ES,K,73,29,44,--,27,--,31,--,--,--,--,--,--
233,Fallsmead ES,"1800 Greenplace Terrace  Rockville, MD  20850",ES,01,80,42,38,--,25,--,42,--,--,--,--,--,--
233,Fallsmead ES,"1800 Greenplace Terrace  Rockville, MD  20850",ES,02,86,44,42,--,29,--,41,--,--,--,--,--,--
233,Fallsmead ES,"1800 Greenplace Terrace  Rockville, MD  20850",ES,03,105,66,39,--,31,--,55,--,--,--,--,--,--
233,Fallsmead ES,"1800 Greenplace Terrace  Rockville, MD  20850",ES,04,89,42,47,--,27,--,35,--,--,--,--,--,--
233,Fallsmead ES,"1800 Greenplace Terrace  Rockville, MD  20850",ES,05,102,51,51,--,36,--,43,--,--,--,--,--,--
234,Thomas S. Wootton HS,"2100 Wootton Parkway  Rockville, MD  20850",HS,09,579,292,287,--,204,43,265,37,--,30,32,34,40
234,Thomas S. Wootton HS,"2100 Wootton Parkway  Rockville, MD  20850",HS,10,550,281,269,--,208,40,235,45,--,21,24,34,37
234,Thomas S. Wootton HS,"2100 Wootton Parkway  Rockville, MD  20850",HS,11,518,254,264,--,186,28,241,47,--,--,--,24,21
234,Thomas S. Wootton HS,"2100 Wootton Parkway  Rockville, MD  20850",HS,12,559,282,277,--,186,34,278,38,--,22,--,30,41
235,Wayside ES,"10011 Glen Road  Potomac, MD  20854",ES,PreK,--,--,--,--,--,--,--,--,--,--,,--,--
235,Wayside ES,"10011 Glen Road  Potomac, MD  20854",ES,K,54,27,27,--,--,--,21,--,--,--,--,--,--
235,Wayside ES,"10011 Glen Road  Potomac, MD  20854",ES,01,77,43,34,--,37,--,29,--,--,--,--,--,--
235,Wayside ES,"10011 Glen Road  Potomac, MD  20854",ES,02,102,57,45,--,45,--,39,--,--,--,--,--,--
235,Wayside ES,"10011 Glen Road  Potomac, MD  20854",ES,03,98,54,44,--,43,--,34,--,--,--,--,--,--
235,Wayside ES,"10011 Glen Road  Potomac, MD  20854",ES,04,90,42,48,--,23,--,50,--,--,--,--,--,--
235,Wayside ES,"10011 Glen Road  Potomac, MD  20854",ES,05,90,43,47,--,35,--,42,--,--,--,--,--,--
237,Robert Frost MS,"9201 Scott Drive  Rockville, MD  20850",MS,06,359,190,169,--,121,23,172,25,--,--,--,21,25
237,Robert Frost MS,"9201 Scott Drive  Rockville, MD  20850",MS,07,355,174,181,--,124,--,166,27,--,25,--,23,--
237,Robert Frost MS,"9201 Scott Drive  Rockville, MD  20850",MS,08,398,214,184,--,140,--,196,24,--,--,--,21,--
238,Cold Spring ES,"9201 Falls Chapel Way  Potomac, MD  20854",ES,K,29,--,--,--,--,--,--,--,--,--,--,--,--
238,Cold Spring ES,"9201 Falls Chapel Way  Potomac, MD  20854",ES,01,37,--,--,--,--,--,--,--,--,--,--,,--
238,Cold Spring ES,"9201 Falls Chapel Way  Potomac, MD  20854",ES,02,43,21,22,--,--,--,23,--,--,--,--,,--
238,Cold Spring ES,"9201 Falls Chapel Way  Potomac, MD  20854",ES,03,33,--,--,--,--,--,--,--,--,--,,--,--
238,Cold Spring ES,"9201 Falls Chapel Way  Potomac, MD  20854",ES,04,94,57,37,--,46,--,31,--,--,--,--,,--
238,Cold Spring ES,"9201 Falls Chapel Way  Potomac, MD  20854",ES,05,97,50,47,--,55,--,30,--,--,--,--,--,--
239,Alternative Programs,"14501 Avery Road  Rockville, MD 20853",Special,07,--,--,,--,--,--,--,--,--,--,,--,
239,Alternative Programs,"14501 Avery Road  Rockville, MD 20853",Special,08,--,--,--,--,--,--,--,--,--,--,--,--,--
239,Alternative Programs,"14501 Avery Road  Rockville, MD 20853",Special,09,39,27,--,--,--,--,--,--,--,--,--,39,--
239,Alternative Programs,"14501 Avery Road  Rockville, MD 20853",Special,10,28,--,--,--,--,--,--,--,--,--,,--,--
239,Alternative Programs,"14501 Avery Road  Rockville, MD 20853",Special,11,--,--,--,--,--,--,--,--,--,--,,--,--
239,Alternative Programs,"14501 Avery Road  Rockville, MD 20853",Special,12,--,--,--,--,--,--,--,--,--,--,,--,--
241,DuFief ES,"15001 DuFief Drive  Gaithersburg, MD  20878",ES,K,41,--,21,--,--,--,--,--,--,--,--,--,--
241,DuFief ES,"15001 DuFief Drive  Gaithersburg, MD  20878",ES,01,44,22,22,--,--,--,--,--,--,--,--,--,--
241,DuFief ES,"15001 DuFief Drive  Gaithersburg, MD  20878",ES,02,55,30,25,--,--,--,23,--,--,--,--,--,--
241,DuFief ES,"15001 DuFief Drive  Gaithersburg, MD  20878",ES,03,52,27,25,--,--,--,27,--,--,--,--,--,--
241,DuFief ES,"15001 DuFief Drive  Gaithersburg, MD  20878",ES,04,61,30,31,--,23,--,27,--,--,--,--,--,--
241,DuFief ES,"15001 DuFief Drive  Gaithersburg, MD  20878",ES,05,60,26,34,--,25,--,24,--,--,--,--,--,--
242,Dr. Sally K. Ride ES,"21301 Seneca Crossing Drive  Germantown, MD 20876",ES,PreK,55,34,21,--,--,33,--,--,--,--,--,56,--
242,Dr. Sally K. Ride ES,"21301 Seneca Crossing Drive  Germantown, MD 20876",ES,K,82,34,48,--,--,27,--,--,--,--,21,34,--
242,Dr. Sally K. Ride ES,"21301 Seneca Crossing Drive  Germantown, MD 20876",ES,01,70,44,26,--,--,32,--,22,--,--,--,37,--
242,Dr. Sally K. Ride ES,"21301 Seneca Crossing Drive  Germantown, MD 20876",ES,02,85,51,34,--,24,28,--,--,--,--,--,34,--
242,Dr. Sally K. Ride ES,"21301 Seneca Crossing Drive  Germantown, MD 20876",ES,03,71,38,33,--,--,25,--,21,--,--,--,29,--
242,Dr. Sally K. Ride ES,"21301 Seneca Crossing Drive  Germantown, MD 20876",ES,04,87,51,36,--,--,32,--,22,--,--,--,35,--
242,Dr. Sally K. Ride ES,"21301 Seneca Crossing Drive  Germantown, MD 20876",ES,05,64,33,31,--,--,30,--,--,--,--,--,30,--
244,Thurgood Marshall ES,"12260 McDonald Chapel Drive  Gaithersburg, MD 20878",ES,PreK,76,57,--,--,--,--,--,29,--,--,,28,74
244,Thurgood Marshall ES,"12260 McDonald Chapel Drive  Gaithersburg, MD 20878",ES,K,103,51,52,--,22,23,29,22,--,--,--,30,--
244,Thurgood Marshall ES,"12260 McDonald Chapel Drive  Gaithersburg, MD 20878",ES,01,100,41,59,--,--,--,33,30,--,--,23,34,--
244,Thurgood Marshall ES,"12260 McDonald Chapel Drive  Gaithersburg, MD 20878",ES,02,121,67,54,--,25,24,34,29,--,--,21,38,--
244,Thurgood Marshall ES,"12260 McDonald Chapel Drive  Gaithersburg, MD 20878",ES,03,93,45,48,--,--,--,33,28,--,--,--,26,--
244,Thurgood Marshall ES,"12260 McDonald Chapel Drive  Gaithersburg, MD 20878",ES,04,85,41,44,--,--,--,32,24,--,--,--,24,--
244,Thurgood Marshall ES,"12260 McDonald Chapel Drive  Gaithersburg, MD 20878",ES,05,86,53,33,--,--,--,36,27,--,--,--,27,--
246,Northwest HS,"13501 Richter Farm Road  Germantown, MD  20874",HS,09,637,331,306,--,120,178,185,126,--,28,25,175,66
246,Northwest HS,"13501 Richter Farm Road  Germantown, MD  20874",HS,10,603,293,310,--,114,174,166,122,--,27,--,148,63
246,Northwest HS,"13501 Richter Farm Road  Germantown, MD  20874",HS,11,529,272,257,--,88,147,162,95,--,36,--,144,57
246,Northwest HS,"13501 Richter Farm Road  Germantown, MD  20874",HS,12,486,222,264,--,85,135,137,104,--,24,--,119,49
247,John Poole MS,"17014 Tom Fox Avenue  Poolesville, MD   20837",MS,06,106,47,59,--,--,--,78,--,--,--,--,--,--
247,John Poole MS,"17014 Tom Fox Avenue  Poolesville, MD   20837",MS,07,109,60,49,--,--,--,78,--,--,--,--,--,--
247,John Poole MS,"17014 Tom Fox Avenue  Poolesville, MD   20837",MS,08,117,68,49,--,--,--,93,--,--,--,,--,--
248,Forest Oak MS,"651 Saybrooke Oaks Boulevard  Gaithersburg, MD  20877",MS,06,265,131,134,--,21,75,26,133,--,--,43,162,40
248,Forest Oak MS,"651 Saybrooke Oaks Boulevard  Gaithersburg, MD  20877",MS,07,255,128,127,--,22,67,36,119,--,--,46,154,29
248,Forest Oak MS,"651 Saybrooke Oaks Boulevard  Gaithersburg, MD  20877",MS,08,284,144,140,--,--,86,45,125,--,--,42,155,38
249,Clarksburg HS,"22500 Wims Road  Clarksburg, MD 20871",HS,09,594,319,275,--,99,171,127,177,--,--,74,212,65
249,Clarksburg HS,"22500 Wims Road  Clarksburg, MD 20871",HS,10,527,245,282,--,102,155,114,135,--,21,38,153,49
249,Clarksburg HS,"22500 Wims Road  Clarksburg, MD 20871",HS,11,472,232,240,--,89,126,121,113,--,22,--,124,42
249,Clarksburg HS,"22500 Wims Road  Clarksburg, MD 20871",HS,12,396,196,200,--,75,105,89,105,--,22,--,100,22
302,Burtonsville ES,"15516 Old Columbia Pike  Burtonsville, MD  20866",ES,K,95,58,37,--,--,56,--,--,--,--,--,48,--
302,Burtonsville ES,"15516 Old Columbia Pike  Burtonsville, MD  20866",ES,01,95,49,46,--,--,60,--,--,--,--,--,38,--
302,Burtonsville ES,"15516 Old Columbia Pike  Burtonsville, MD  20866",ES,02,106,60,46,--,--,65,--,--,--,--,--,53,--
302,Burtonsville ES,"15516 Old Columbia Pike  Burtonsville, MD  20866",ES,03,110,62,48,--,--,67,--,--,--,--,21,43,--
302,Burtonsville ES,"15516 Old Columbia Pike  Burtonsville, MD  20866",ES,04,105,59,46,--,--,65,--,--,--,--,--,61,--
302,Burtonsville ES,"15516 Old Columbia Pike  Burtonsville, MD  20866",ES,05,102,52,50,--,--,66,--,--,--,--,--,47,--
303,Fairland ES,"14315 Fairdale Road  Silver Spring, MD  20905",ES,PreK,45,--,28,--,--,29,--,--,--,--,--,40,--
303,Fairland ES,"14315 Fairdale Road  Silver Spring, MD  20905",ES,K,89,45,44,--,--,37,--,24,--,--,31,46,--
303,Fairland ES,"14315 Fairdale Road  Silver Spring, MD  20905",ES,01,96,53,43,--,--,64,--,--,--,--,24,59,--
303,Fairland ES,"14315 Fairdale Road  Silver Spring, MD  20905",ES,02,119,55,64,--,--,64,--,27,--,--,33,67,--
303,Fairland ES,"14315 Fairdale Road  Silver Spring, MD  20905",ES,03,110,61,49,--,--,60,--,31,--,--,26,54,--
424,Walter Johnson HS,"6400 Rock Spring Drive  Bethesda, MD  20814",HS,12,558,293,265,--,71,47,328,77,--,33,23,37,58
303,Fairland ES,"14315 Fairdale Road  Silver Spring, MD  20905",ES,04,89,39,50,--,--,42,--,31,--,--,--,49,--
303,Fairland ES,"14315 Fairdale Road  Silver Spring, MD  20905",ES,05,95,44,51,--,--,68,--,--,--,--,--,55,--
304,JoAnn Leleck ES,"710 Beacon Road  Silver Spring, MD  20903",ES,PreK,103,50,53,--,--,--,--,89,--,--,84,95,--
304,JoAnn Leleck ES,"710 Beacon Road  Silver Spring, MD  20903",ES,K,119,66,53,--,--,27,--,87,--,--,100,116,--
304,JoAnn Leleck ES,"710 Beacon Road  Silver Spring, MD  20903",ES,01,134,72,62,--,--,--,--,120,--,--,113,126,--
304,JoAnn Leleck ES,"710 Beacon Road  Silver Spring, MD  20903",ES,02,114,50,64,--,--,--,--,88,--,--,86,106,--
304,JoAnn Leleck ES,"710 Beacon Road  Silver Spring, MD  20903",ES,03,126,65,61,--,--,--,--,106,--,--,82,120,--
304,JoAnn Leleck ES,"710 Beacon Road  Silver Spring, MD  20903",ES,04,131,70,61,--,--,--,--,109,--,--,49,122,--
304,JoAnn Leleck ES,"710 Beacon Road  Silver Spring, MD  20903",ES,05,95,44,51,--,--,--,--,77,--,--,27,89,--
305,Jackson Road ES,"900 Jackson Road  Silver Spring, MD  20904",ES,PreK,103,62,41,--,--,55,--,37,--,--,27,83,61
305,Jackson Road ES,"900 Jackson Road  Silver Spring, MD  20904",ES,K,105,57,48,--,--,60,--,32,--,--,44,82,--
305,Jackson Road ES,"900 Jackson Road  Silver Spring, MD  20904",ES,01,108,50,58,--,--,57,--,31,--,--,31,78,--
305,Jackson Road ES,"900 Jackson Road  Silver Spring, MD  20904",ES,02,104,56,48,--,--,54,--,38,--,--,47,87,--
305,Jackson Road ES,"900 Jackson Road  Silver Spring, MD  20904",ES,03,79,40,39,--,--,39,--,28,--,--,26,61,--
305,Jackson Road ES,"900 Jackson Road  Silver Spring, MD  20904",ES,04,97,50,47,--,--,59,--,24,--,--,--,76,--
305,Jackson Road ES,"900 Jackson Road  Silver Spring, MD  20904",ES,05,95,48,47,--,--,43,--,35,--,--,--,75,--
307,Roscoe R. Nix ES,"1100 Corliss Street  Silver Spring, MD 20903",ES,PreK,57,31,26,--,--,26,--,29,--,--,30,51,--
307,Roscoe R. Nix ES,"1100 Corliss Street  Silver Spring, MD 20903",ES,K,165,79,86,--,--,59,--,90,--,--,93,122,--
307,Roscoe R. Nix ES,"1100 Corliss Street  Silver Spring, MD 20903",ES,01,149,76,73,--,--,58,--,71,--,--,65,105,--
307,Roscoe R. Nix ES,"1100 Corliss Street  Silver Spring, MD 20903",ES,02,167,95,72,--,--,64,--,76,--,--,71,126,--
308,Cloverly ES,"800 Briggs Chaney Road  Silver Spring, MD 20905",ES,PreK,37,29,--,--,--,--,--,--,--,--,,--,38
308,Cloverly ES,"800 Briggs Chaney Road  Silver Spring, MD 20905",ES,K,72,40,32,--,--,--,--,--,--,--,--,--,--
308,Cloverly ES,"800 Briggs Chaney Road  Silver Spring, MD 20905",ES,01,78,41,37,--,--,--,24,--,--,--,--,--,--
308,Cloverly ES,"800 Briggs Chaney Road  Silver Spring, MD 20905",ES,02,78,46,32,--,--,--,26,--,--,--,--,--,--
308,Cloverly ES,"800 Briggs Chaney Road  Silver Spring, MD 20905",ES,03,72,39,33,--,--,22,--,--,--,--,--,--,--
308,Cloverly ES,"800 Briggs Chaney Road  Silver Spring, MD 20905",ES,04,62,28,34,--,--,--,26,--,--,--,--,--,--
308,Cloverly ES,"800 Briggs Chaney Road  Silver Spring, MD 20905",ES,05,67,38,29,--,--,--,25,--,--,--,--,--,--
309,Burnt Mills ES,"11211 Childs Street  Silver Spring, MD  20901",ES,PreK,42,25,--,--,--,29,--,--,--,--,--,40,--
309,Burnt Mills ES,"11211 Childs Street  Silver Spring, MD  20901",ES,K,86,38,48,--,--,49,--,--,--,--,22,49,--
309,Burnt Mills ES,"11211 Childs Street  Silver Spring, MD  20901",ES,01,101,47,54,--,--,53,--,30,--,--,35,66,--
309,Burnt Mills ES,"11211 Childs Street  Silver Spring, MD  20901",ES,02,85,47,38,--,--,54,--,--,--,--,24,56,--
309,Burnt Mills ES,"11211 Childs Street  Silver Spring, MD  20901",ES,03,79,49,30,--,--,49,--,--,--,--,--,47,--
309,Burnt Mills ES,"11211 Childs Street  Silver Spring, MD  20901",ES,04,67,35,32,--,--,50,--,--,--,--,--,48,--
309,Burnt Mills ES,"11211 Childs Street  Silver Spring, MD  20901",ES,05,71,34,37,--,--,52,--,--,--,--,--,48,--
310,Cannon Road ES,"901 Cannon Road, Silver Spring, MD 20904",ES,PreK,--,--,--,--,--,--,--,--,--,--,,--,--
310,Cannon Road ES,"901 Cannon Road, Silver Spring, MD 20904",ES,K,78,49,29,--,--,32,--,36,--,--,--,52,--
310,Cannon Road ES,"901 Cannon Road, Silver Spring, MD 20904",ES,01,70,36,34,--,--,28,--,28,--,--,--,47,--
310,Cannon Road ES,"901 Cannon Road, Silver Spring, MD 20904",ES,02,74,40,34,--,--,27,--,39,--,--,--,51,--
315,Paint Branch HS,"14121 Old Columbia Pike  Burtonsville, MD  20866",HS,09,585,301,284,--,74,332,47,113,--,--,47,267,70
310,Cannon Road ES,"901 Cannon Road, Silver Spring, MD 20904",ES,03,66,26,40,--,--,22,--,31,--,--,--,44,--
310,Cannon Road ES,"901 Cannon Road, Silver Spring, MD 20904",ES,04,71,39,32,--,--,31,--,26,--,--,--,42,--
310,Cannon Road ES,"901 Cannon Road, Silver Spring, MD 20904",ES,05,68,35,33,--,--,31,--,30,--,--,--,46,--
311,Francis Scott Key MS,"910 Schindler Dr. Silver Spring, MD  20903",MS,06,316,164,152,--,34,144,--,118,--,--,34,230,24
311,Francis Scott Key MS,"910 Schindler Dr. Silver Spring, MD  20903",MS,07,335,177,158,--,37,150,--,129,--,--,48,237,38
311,Francis Scott Key MS,"910 Schindler Dr. Silver Spring, MD  20903",MS,08,328,169,159,--,30,127,--,151,--,--,45,225,28
312,William Tyler Page ES,"13400 Tamarack Road  Silver Spring, MD  20904",ES,PreK,39,--,25,--,--,--,--,--,--,--,--,36,
312,William Tyler Page ES,"13400 Tamarack Road  Silver Spring, MD  20904",ES,K,63,32,31,--,--,34,--,--,--,--,--,27,--
312,William Tyler Page ES,"13400 Tamarack Road  Silver Spring, MD  20904",ES,01,65,31,34,--,--,37,--,--,--,--,--,31,--
312,William Tyler Page ES,"13400 Tamarack Road  Silver Spring, MD  20904",ES,02,49,24,25,--,--,27,--,--,--,--,--,22,--
312,William Tyler Page ES,"13400 Tamarack Road  Silver Spring, MD  20904",ES,03,58,27,31,--,--,34,--,--,--,--,--,35,--
312,William Tyler Page ES,"13400 Tamarack Road  Silver Spring, MD  20904",ES,04,71,33,38,--,--,40,--,--,--,--,--,30,--
312,William Tyler Page ES,"13400 Tamarack Road  Silver Spring, MD  20904",ES,05,76,42,34,--,--,41,--,--,--,--,--,34,--
313,Galway ES,"12612 Galway Drive  Silver Spring, MD 20904",ES,PreK,37,--,--,--,--,23,--,--,--,--,--,36,
313,Galway ES,"12612 Galway Drive  Silver Spring, MD 20904",ES,K,138,75,63,--,--,81,--,32,--,--,63,82,27
313,Galway ES,"12612 Galway Drive  Silver Spring, MD 20904",ES,01,118,70,48,--,--,65,--,31,--,--,62,64,--
313,Galway ES,"12612 Galway Drive  Silver Spring, MD 20904",ES,02,150,80,70,--,--,85,--,40,--,--,50,88,21
313,Galway ES,"12612 Galway Drive  Silver Spring, MD 20904",ES,03,125,63,62,--,--,85,--,--,--,--,34,70,--
313,Galway ES,"12612 Galway Drive  Silver Spring, MD 20904",ES,04,110,56,54,--,--,62,--,26,--,--,--,66,--
313,Galway ES,"12612 Galway Drive  Silver Spring, MD 20904",ES,05,129,67,62,--,--,68,--,32,--,--,--,78,--
315,Paint Branch HS,"14121 Old Columbia Pike  Burtonsville, MD  20866",HS,10,503,254,249,--,71,288,42,76,--,24,--,183,45
315,Paint Branch HS,"14121 Old Columbia Pike  Burtonsville, MD  20866",HS,11,451,250,201,--,66,239,39,90,--,--,--,149,47
315,Paint Branch HS,"14121 Old Columbia Pike  Burtonsville, MD  20866",HS,12,457,232,225,--,71,250,57,65,--,--,--,127,42
316,Stonegate ES,"14811 Notley Road  Silver Spring, MD  20905",ES,K,70,35,35,--,--,23,--,--,--,--,--,--,--
316,Stonegate ES,"14811 Notley Road  Silver Spring, MD  20905",ES,01,88,42,46,--,--,25,31,--,--,--,--,--,--
316,Stonegate ES,"14811 Notley Road  Silver Spring, MD  20905",ES,02,83,49,34,--,--,30,--,--,--,--,--,23,--
316,Stonegate ES,"14811 Notley Road  Silver Spring, MD  20905",ES,03,85,47,38,--,--,28,22,--,--,--,--,25,--
316,Stonegate ES,"14811 Notley Road  Silver Spring, MD  20905",ES,04,84,44,40,--,--,29,--,--,--,--,--,26,--
316,Stonegate ES,"14811 Notley Road  Silver Spring, MD  20905",ES,05,84,44,40,--,--,28,26,--,--,--,--,--,--
321,James Hubert Blake HS,"300 Norwood Road  Silver Spring, MD  20905",HS,09,459,184,275,--,35,203,75,120,--,26,27,196,54
321,James Hubert Blake HS,"300 Norwood Road  Silver Spring, MD  20905",HS,10,393,182,211,--,31,148,93,100,--,21,--,126,44
321,James Hubert Blake HS,"300 Norwood Road  Silver Spring, MD  20905",HS,11,374,162,212,--,36,164,88,73,--,--,--,117,32
321,James Hubert Blake HS,"300 Norwood Road  Silver Spring, MD  20905",HS,12,353,150,203,--,43,142,84,68,--,--,--,97,29
333,Benjamin Banneker MS,"14800 Perrywood Drive  Burtonsville, MD 20866",MS,06,278,147,131,--,35,176,--,41,--,--,--,136,26
333,Benjamin Banneker MS,"14800 Perrywood Drive  Burtonsville, MD 20866",MS,07,296,154,142,--,39,185,--,46,--,--,--,161,30
333,Benjamin Banneker MS,"14800 Perrywood Drive  Burtonsville, MD 20866",MS,08,289,151,138,--,30,177,--,52,--,--,--,143,37
334,Greencastle ES,"13611 Robey Road  Silver Spring, MD 20904",ES,PreK,67,45,22,--,--,42,--,--,--,--,--,48,33
334,Greencastle ES,"13611 Robey Road  Silver Spring, MD 20904",ES,K,108,56,52,--,--,74,--,--,--,--,27,68,--
334,Greencastle ES,"13611 Robey Road  Silver Spring, MD 20904",ES,01,104,42,62,--,--,65,--,23,--,--,23,62,--
334,Greencastle ES,"13611 Robey Road  Silver Spring, MD 20904",ES,02,121,65,56,--,--,82,--,27,--,--,24,77,--
334,Greencastle ES,"13611 Robey Road  Silver Spring, MD 20904",ES,03,127,66,61,--,--,83,--,30,--,--,--,92,--
334,Greencastle ES,"13611 Robey Road  Silver Spring, MD 20904",ES,04,116,58,58,--,--,90,--,--,--,--,--,71,--
334,Greencastle ES,"13611 Robey Road  Silver Spring, MD 20904",ES,05,116,70,46,--,--,88,--,--,--,--,--,74,--
335,Briggs Chaney MS,"1901 Rainbow Drive  Silver Spring, MD  20905",MS,06,281,139,142,--,42,149,30,47,--,--,--,136,38
335,Briggs Chaney MS,"1901 Rainbow Drive  Silver Spring, MD  20905",MS,07,308,160,148,--,44,157,27,67,--,--,25,143,29
335,Briggs Chaney MS,"1901 Rainbow Drive  Silver Spring, MD  20905",MS,08,277,127,150,--,38,154,--,56,--,--,29,144,23
336,Little Bennett ES,"23930 Burdette Forest Road  Clarksburg, MD 20871",ES,K,99,50,49,--,39,--,28,--,--,--,--,--,--
336,Little Bennett ES,"23930 Burdette Forest Road  Clarksburg, MD 20871",ES,01,105,54,51,--,33,--,31,--,--,--,--,--,--
336,Little Bennett ES,"23930 Burdette Forest Road  Clarksburg, MD 20871",ES,02,103,49,54,--,33,--,34,--,--,--,--,--,--
336,Little Bennett ES,"23930 Burdette Forest Road  Clarksburg, MD 20871",ES,03,125,62,63,--,34,27,40,--,--,--,--,--,--
336,Little Bennett ES,"23930 Burdette Forest Road  Clarksburg, MD 20871",ES,04,94,48,46,--,26,--,34,--,--,--,--,--,--
336,Little Bennett ES,"23930 Burdette Forest Road  Clarksburg, MD 20871",ES,05,117,60,57,--,32,33,28,--,--,--,--,27,--
337,"William B. Gibbs, Jr. ES","12615 Royal Crown Drive  Germantown, MD, 20876",ES,PreK,92,58,34,--,--,28,--,30,--,--,--,57,53
337,"William B. Gibbs, Jr. ES","12615 Royal Crown Drive  Germantown, MD, 20876",ES,K,90,38,52,--,27,21,--,--,--,--,--,27,--
337,"William B. Gibbs, Jr. ES","12615 Royal Crown Drive  Germantown, MD, 20876",ES,01,127,65,62,--,38,36,27,--,--,--,--,40,--
337,"William B. Gibbs, Jr. ES","12615 Royal Crown Drive  Germantown, MD, 20876",ES,02,109,50,59,--,35,25,26,--,--,--,--,29,--
337,"William B. Gibbs, Jr. ES","12615 Royal Crown Drive  Germantown, MD, 20876",ES,03,108,54,54,--,42,21,28,--,--,--,--,37,--
337,"William B. Gibbs, Jr. ES","12615 Royal Crown Drive  Germantown, MD, 20876",ES,04,106,54,52,--,29,26,--,21,--,--,--,32,--
337,"William B. Gibbs, Jr. ES","12615 Royal Crown Drive  Germantown, MD, 20876",ES,05,112,57,55,--,35,34,--,--,--,--,--,40,--
340,Great Seneca Creek ES,"13010 Dairymaid Drive  Germantown, MD 20874",ES,K,102,48,54,--,--,35,25,23,--,--,--,36,--
340,Great Seneca Creek ES,"13010 Dairymaid Drive  Germantown, MD 20874",ES,01,105,43,62,--,--,33,29,22,--,--,--,47,--
340,Great Seneca Creek ES,"13010 Dairymaid Drive  Germantown, MD 20874",ES,02,111,61,50,--,--,34,--,34,--,--,25,45,--
340,Great Seneca Creek ES,"13010 Dairymaid Drive  Germantown, MD 20874",ES,03,114,74,40,--,--,26,34,33,--,--,21,36,--
340,Great Seneca Creek ES,"13010 Dairymaid Drive  Germantown, MD 20874",ES,04,123,60,63,--,--,40,28,35,--,--,--,53,--
340,Great Seneca Creek ES,"13010 Dairymaid Drive  Germantown, MD 20874",ES,05,143,74,69,--,--,39,46,36,--,--,--,49,--
341,Wilson Wims ES,"12520 Blue Sky Drive Clarksburg, MD 20871",ES,PreK,--,--,--,--,--,--,--,--,--,--,,--,
341,Wilson Wims ES,"12520 Blue Sky Drive Clarksburg, MD 20871",ES,K,176,100,76,--,72,24,48,--,--,--,34,--,
341,Wilson Wims ES,"12520 Blue Sky Drive Clarksburg, MD 20871",ES,01,168,86,82,--,62,24,42,26,--,--,23,--,
341,Wilson Wims ES,"12520 Blue Sky Drive Clarksburg, MD 20871",ES,02,178,93,85,--,76,--,53,--,--,--,--,--,
341,Wilson Wims ES,"12520 Blue Sky Drive Clarksburg, MD 20871",ES,03,155,74,81,--,60,24,33,25,--,--,--,--,
341,Wilson Wims ES,"12520 Blue Sky Drive Clarksburg, MD 20871",ES,04,126,61,65,--,46,23,33,--,--,--,--,--,
341,Wilson Wims ES,"12520 Blue Sky Drive Clarksburg, MD 20871",ES,05,113,56,57,--,53,22,--,--,--,--,--,21,
351,Darnestown ES,"15030 Turkey Foot Road  Gaithersburg, MD  20878",ES,K,42,--,22,--,--,--,36,--,--,--,--,--,--
351,Darnestown ES,"15030 Turkey Foot Road  Gaithersburg, MD  20878",ES,01,48,28,--,--,--,--,35,--,--,--,--,--,--
351,Darnestown ES,"15030 Turkey Foot Road  Gaithersburg, MD  20878",ES,02,49,25,24,--,--,--,34,--,--,--,--,--,
351,Darnestown ES,"15030 Turkey Foot Road  Gaithersburg, MD  20878",ES,03,43,23,--,--,--,--,33,--,--,--,--,--,--
351,Darnestown ES,"15030 Turkey Foot Road  Gaithersburg, MD  20878",ES,04,51,28,23,--,--,--,34,--,--,--,--,--,--
351,Darnestown ES,"15030 Turkey Foot Road  Gaithersburg, MD  20878",ES,05,54,28,26,--,--,--,41,--,--,--,--,--,--
360,Jones Lane ES,"15110 Jones Lane  Gaithersburg, MD  20878",ES,K,81,42,39,--,--,--,39,21,--,--,21,23,--
